entity_name,entity_code,breakdown,# in Cohort,% Graduated,% Still in School,% Non-Grad Completers,% H.S. Equiv,% Dropped Out,% Permanently Excluded
New Bedford,02010000,American Indian or Alaska Native,6,50.0,0.0,0.0,0.0,50.0,0.0
State Total,00000000,American Indian or Alaska Native,158,81.6,5.1,0.6,0.6,12.0,0.0
Acton-Boxborough,06000000,Asian,150,98.7,0.7,0.0,0.7,0.0,0.0
Advanced Math and Science Academy Charter (District),04300000,Asian,17,100.0,0.0,0.0,0.0,0.0,0.0
Agawam,00050000,Asian,12,100.0,0.0,0.0,0.0,0.0,0.0
Amherst-Pelham,06050000,Asian,12,91.7,8.3,0.0,0.0,0.0,0.0
Andover,00090000,Asian,78,98.7,0.0,1.3,0.0,0.0,0.0
Arlington,00100000,Asian,47,97.9,2.1,0.0,0.0,0.0,0.0
Ashland,00140000,Asian,31,93.5,0.0,0.0,3.2,3.2,0.0
Attleboro,00160000,Asian,26,88.5,11.5,0.0,0.0,0.0,0.0
Auburn,00170000,Asian,9,88.9,0.0,0.0,0.0,11.1,0.0
Ayer Shirley School District,06160000,Asian,6,100.0,0.0,0.0,0.0,0.0,0.0
Barnstable,00200000,Asian,8,100.0,0.0,0.0,0.0,0.0,0.0
Bedford,00230000,Asian,33,100.0,0.0,0.0,0.0,0.0,0.0
Bellingham,00250000,Asian,10,100.0,0.0,0.0,0.0,0.0,0.0
Belmont,00260000,Asian,55,98.2,0.0,0.0,0.0,1.8,0.0
Berkshire Hills,06180000,Asian,6,100.0,0.0,0.0,0.0,0.0,0.0
Beverly,00300000,Asian,10,90.0,0.0,0.0,0.0,10.0,0.0
Billerica,00310000,Asian,27,96.3,3.7,0.0,0.0,0.0,0.0
Blackstone Valley Regional Vocational Technical,08050000,Asian,7,100.0,0.0,0.0,0.0,0.0,0.0
Boston,00350000,Asian,315,91.7,3.2,0.3,0.6,4.1,0.0
Braintree,00400000,Asian,79,94.9,3.8,0.0,1.3,0.0,0.0
Bridgewater-Raynham,06250000,Asian,6,100.0,0.0,0.0,0.0,0.0,0.0
Brockton,00440000,Asian,27,85.2,11.1,0.0,0.0,3.7,0.0
Brookline,00460000,Asian,91,98.9,0.0,0.0,1.1,0.0,0.0
Burlington,00480000,Asian,38,100.0,0.0,0.0,0.0,0.0,0.0
Cambridge,00490000,Asian,49,98.0,2.0,0.0,0.0,0.0,0.0
Canton,00500000,Asian,22,100.0,0.0,0.0,0.0,0.0,0.0
Chelmsford,00560000,Asian,69,100.0,0.0,0.0,0.0,0.0,0.0
Chicopee,00610000,Asian,14,85.7,0.0,7.1,0.0,7.1,0.0
Concord-Carlisle,06400000,Asian,21,95.2,4.8,0.0,0.0,0.0,0.0
Danvers,00710000,Asian,8,100.0,0.0,0.0,0.0,0.0,0.0
Dedham,00730000,Asian,7,100.0,0.0,0.0,0.0,0.0,0.0
Dover-Sherborn,06550000,Asian,18,100.0,0.0,0.0,0.0,0.0,0.0
Dracut,00790000,Asian,28,96.4,3.6,0.0,0.0,0.0,0.0
Duxbury,00820000,Asian,7,100.0,0.0,0.0,0.0,0.0,0.0
East Longmeadow,00870000,Asian,10,100.0,0.0,0.0,0.0,0.0,0.0
Easton,00880000,Asian,9,100.0,0.0,0.0,0.0,0.0,0.0
Essex North Shore Agricultural and Technical School District,08170000,Asian,9,100.0,0.0,0.0,0.0,0.0,0.0
Everett,00930000,Asian,35,85.7,0.0,11.4,0.0,2.9,0.0
Fall River,00950000,Asian,32,90.6,6.2,3.1,0.0,0.0,0.0
Fitchburg,00970000,Asian,24,95.8,4.2,0.0,0.0,0.0,0.0
Foxborough,00990000,Asian,6,100.0,0.0,0.0,0.0,0.0,0.0
Framingham,01000000,Asian,26,84.6,11.5,0.0,0.0,3.8,0.0
Franklin,01010000,Asian,31,96.8,3.2,0.0,0.0,0.0,0.0
Frontier,06700000,Asian,8,100.0,0.0,0.0,0.0,0.0,0.0
Gloucester,01070000,Asian,6,100.0,0.0,0.0,0.0,0.0,0.0
Grafton,01100000,Asian,20,95.0,5.0,0.0,0.0,0.0,0.0
Greater Fall River Regional Vocational Technical,08210000,Asian,6,100.0,0.0,0.0,0.0,0.0,0.0
Greater Lowell Regional Vocational Technical,08280000,Asian,114,98.2,0.9,0.0,0.0,0.9,0.0
Greater New Bedford Regional Vocational Technical,08250000,Asian,6,100.0,0.0,0.0,0.0,0.0,0.0
Groton-Dunstable,06730000,Asian,10,90.0,10.0,0.0,0.0,0.0,0.0
Hamilton-Wenham,06750000,Asian,10,100.0,0.0,0.0,0.0,0.0,0.0
Hampden-Wilbraham,06800000,Asian,7,100.0,0.0,0.0,0.0,0.0,0.0
Harvard,01250000,Asian,14,71.4,0.0,28.6,0.0,0.0,0.0
Holbrook,01330000,Asian,7,100.0,0.0,0.0,0.0,0.0,0.0
Holliston,01360000,Asian,16,100.0,0.0,0.0,0.0,0.0,0.0
Hopkinton,01390000,Asian,51,100.0,0.0,0.0,0.0,0.0,0.0
King Philip,06900000,Asian,10,100.0,0.0,0.0,0.0,0.0,0.0
Lawrence,01490000,Asian,14,100.0,0.0,0.0,0.0,0.0,0.0
Leicester,01510000,Asian,7,100.0,0.0,0.0,0.0,0.0,0.0
Leominster,01530000,Asian,22,100.0,0.0,0.0,0.0,0.0,0.0
Lexington,01550000,Asian,245,97.1,2.0,0.0,0.4,0.4,0.0
Lincoln-Sudbury,06950000,Asian,19,89.5,10.5,0.0,0.0,0.0,0.0
Littleton,01580000,Asian,12,100.0,0.0,0.0,0.0,0.0,0.0
Longmeadow,01590000,Asian,24,95.8,4.2,0.0,0.0,0.0,0.0
Lowell,01600000,Asian,233,92.7,4.3,0.9,0.4,1.7,0.0
Lynn,01630000,Asian,70,95.7,2.9,1.4,0.0,0.0,0.0
Lynnfield,01640000,Asian,7,100.0,0.0,0.0,0.0,0.0,0.0
Ma Academy for Math and Science,04680000,Asian,30,100.0,0.0,0.0,0.0,0.0,0.0
Malden,01650000,Asian,105,90.5,5.7,1.9,1.9,0.0,0.0
Mansfield,01670000,Asian,32,96.9,3.1,0.0,0.0,0.0,0.0
Masconomet,07050000,Asian,11,90.9,9.1,0.0,0.0,0.0,0.0
Medfield,01750000,Asian,10,100.0,0.0,0.0,0.0,0.0,0.0
Medford,01760000,Asian,34,85.3,8.8,2.9,0.0,2.9,0.0
Melrose,01780000,Asian,6,100.0,0.0,0.0,0.0,0.0,0.0
Methuen,01810000,Asian,19,89.5,5.3,5.3,0.0,0.0,0.0
Millbury,01860000,Asian,7,85.7,14.3,0.0,0.0,0.0,0.0
Milton,01890000,Asian,17,100.0,0.0,0.0,0.0,0.0,0.0
Mystic Valley Regional Charter (District),04700000,Asian,31,100.0,0.0,0.0,0.0,0.0,0.0
Nashoba,07250000,Asian,13,100.0,0.0,0.0,0.0,0.0,0.0
Natick,01980000,Asian,32,93.8,0.0,3.1,0.0,3.1,0.0
Needham,01990000,Asian,39,100.0,0.0,0.0,0.0,0.0,0.0
New Bedford,02010000,Asian,7,71.4,28.6,0.0,0.0,0.0,0.0
Newton,02070000,Asian,170,98.2,1.2,0.0,0.6,0.0,0.0
North Andover,02110000,Asian,23,100.0,0.0,0.0,0.0,0.0,0.0
North Attleborough,02120000,Asian,27,96.3,3.7,0.0,0.0,0.0,0.0
North Reading,02170000,Asian,8,100.0,0.0,0.0,0.0,0.0,0.0
Northampton,02100000,Asian,7,85.7,14.3,0.0,0.0,0.0,0.0
Northboro-Southboro,07300000,Asian,51,96.1,0.0,2.0,2.0,0.0,0.0
Norwood,02200000,Asian,18,94.4,5.6,0.0,0.0,0.0,0.0
Peabody,02290000,Asian,11,100.0,0.0,0.0,0.0,0.0,0.0
Pioneer Charter School of Science II (District),35060000,Asian,7,100.0,0.0,0.0,0.0,0.0,0.0
Pittsfield,02360000,Asian,7,100.0,0.0,0.0,0.0,0.0,0.0
Plymouth,02390000,Asian,7,100.0,0.0,0.0,0.0,0.0,0.0
Prospect Hill Academy Charter (District),04870000,Asian,9,100.0,0.0,0.0,0.0,0.0,0.0
Quincy,02430000,Asian,274,94.5,4.4,0.7,0.0,0.4,0.0
Randolph,02440000,Asian,25,100.0,0.0,0.0,0.0,0.0,0.0
Reading,02460000,Asian,19,100.0,0.0,0.0,0.0,0.0,0.0
Revere,02480000,Asian,23,100.0,0.0,0.0,0.0,0.0,0.0
Salem,02580000,Asian,8,100.0,0.0,0.0,0.0,0.0,0.0
Saugus,02620000,Asian,9,100.0,0.0,0.0,0.0,0.0,0.0
Seekonk,02650000,Asian,6,100.0,0.0,0.0,0.0,0.0,0.0
Sharon,02660000,Asian,74,97.3,1.4,0.0,0.0,1.4,0.0
Shrewsbury,02710000,Asian,124,99.2,0.8,0.0,0.0,0.0,0.0
Silver Lake,07600000,Asian,6,100.0,0.0,0.0,0.0,0.0,0.0
Somerville,02740000,Asian,20,95.0,0.0,0.0,0.0,5.0,0.0
South Hadley,02780000,Asian,6,66.7,0.0,16.7,0.0,16.7,0.0
South Shore Charter Public (District),04880000,Asian,8,100.0,0.0,0.0,0.0,0.0,0.0
Springfield,02810000,Asian,39,89.7,7.7,0.0,0.0,2.6,0.0
Stoneham,02840000,Asian,11,100.0,0.0,0.0,0.0,0.0,0.0
Stoughton,02850000,Asian,24,100.0,0.0,0.0,0.0,0.0,0.0
TEC Connections Academy Commonwealth Virtual School District,39020000,Asian,15,46.7,13.3,0.0,13.3,26.7,0.0
Tewksbury,02950000,Asian,14,92.9,7.1,0.0,0.0,0.0,0.0
Tyngsborough,03010000,Asian,6,100.0,0.0,0.0,0.0,0.0,0.0
Wachusett,07750000,Asian,15,93.3,6.7,0.0,0.0,0.0,0.0
Wakefield,03050000,Asian,8,87.5,12.5,0.0,0.0,0.0,0.0
Walpole,03070000,Asian,18,100.0,0.0,0.0,0.0,0.0,0.0
Waltham,03080000,Asian,21,85.7,0.0,0.0,0.0,14.3,0.0
Watertown,03140000,Asian,9,88.9,0.0,0.0,0.0,11.1,0.0
Wayland,03150000,Asian,39,100.0,0.0,0.0,0.0,0.0,0.0
Wellesley,03170000,Asian,45,100.0,0.0,0.0,0.0,0.0,0.0
West Springfield,03320000,Asian,20,95.0,5.0,0.0,0.0,0.0,0.0
Westborough,03210000,Asian,90,96.7,3.3,0.0,0.0,0.0,0.0
Westfield,03250000,Asian,8,100.0,0.0,0.0,0.0,0.0,0.0
Westford,03260000,Asian,123,93.5,2.4,1.6,0.0,2.4,0.0
Weston,03300000,Asian,33,93.9,3.0,0.0,0.0,3.0,0.0
Westwood,03350000,Asian,34,100.0,0.0,0.0,0.0,0.0,0.0
Weymouth,03360000,Asian,24,100.0,0.0,0.0,0.0,0.0,0.0
Whitman-Hanson,07800000,Asian,6,83.3,16.7,0.0,0.0,0.0,0.0
Whittier Regional Vocational Technical,08850000,Asian,6,83.3,0.0,0.0,0.0,16.7,0.0
Wilmington,03420000,Asian,11,90.9,9.1,0.0,0.0,0.0,0.0
Winchester,03440000,Asian,61,96.7,0.0,0.0,0.0,3.3,0.0
Woburn,03470000,Asian,18,94.4,0.0,5.6,0.0,0.0,0.0
Worcester,03480000,Asian,129,94.6,3.1,0.0,0.0,2.3,0.0
State Total,00000000,Asian,"4,982",95.5,2.5,0.6,0.3,1.1,0.0
Abby Kelley Foster Charter Public (District),04450000,Black or African American,55,100.0,0.0,0.0,0.0,0.0,0.0
Academy Of the Pacific Rim Charter Public (District),04120000,Black or African American,38,89.5,2.6,0.0,0.0,7.9,0.0
Acton-Boxborough,06000000,Black or African American,14,85.7,14.3,0.0,0.0,0.0,0.0
Agawam,00050000,Black or African American,8,87.5,0.0,0.0,0.0,12.5,0.0
Amherst-Pelham,06050000,Black or African American,18,94.4,0.0,0.0,0.0,5.6,0.0
Andover,00090000,Black or African American,22,86.4,4.5,9.1,0.0,0.0,0.0
Argosy Collegiate Charter School (District),35090000,Black or African American,7,85.7,0.0,0.0,0.0,14.3,0.0
Arlington,00100000,Black or African American,12,66.7,16.7,0.0,0.0,16.7,0.0
Ashland,00140000,Black or African American,6,100.0,0.0,0.0,0.0,0.0,0.0
Athol-Royalston,06150000,Black or African American,6,100.0,0.0,0.0,0.0,0.0,0.0
Atlantis Charter (District),04910000,Black or African American,6,100.0,0.0,0.0,0.0,0.0,0.0
Attleboro,00160000,Black or African American,45,80.0,13.3,0.0,0.0,6.7,0.0
Avon,00180000,Black or African American,23,78.3,4.3,13.0,0.0,4.3,0.0
Barnstable,00200000,Black or African American,35,74.3,8.6,2.9,2.9,11.4,0.0
Baystate Academy Charter Public School (District),35020000,Black or African American,10,70.0,0.0,20.0,0.0,10.0,0.0
Bedford,00230000,Black or African American,12,83.3,8.3,0.0,8.3,0.0,0.0
Belmont,00260000,Black or African American,10,80.0,10.0,10.0,0.0,0.0,0.0
Beverly,00300000,Black or African American,9,77.8,22.2,0.0,0.0,0.0,0.0
Billerica,00310000,Black or African American,21,100.0,0.0,0.0,0.0,0.0,0.0
Blackstone Valley Regional Vocational Technical,08050000,Black or African American,6,100.0,0.0,0.0,0.0,0.0,0.0
Blue Hills Regional Vocational Technical,08060000,Black or African American,51,100.0,0.0,0.0,0.0,0.0,0.0
Boston,00350000,Black or African American,"1,124",79.3,11.4,0.1,0.5,8.7,0.0
Boston Collegiate Charter (District),04490000,Black or African American,30,83.3,13.3,0.0,0.0,3.3,0.0
Boston Day and Evening Academy Charter (District),04240000,Black or African American,59,8.5,59.3,0.0,0.0,32.2,0.0
Boston Green Academy Horace Mann Charter School (District),04110000,Black or African American,22,81.8,9.1,0.0,0.0,9.1,0.0
Boston Preparatory Charter Public (District),04160000,Black or African American,64,92.2,4.7,0.0,0.0,3.1,0.0
Braintree,00400000,Black or African American,25,88.0,8.0,0.0,0.0,4.0,0.0
Bridgewater-Raynham,06250000,Black or African American,44,79.5,18.2,0.0,0.0,2.3,0.0
Bristol-Plymouth Regional Vocational Technical,08100000,Black or African American,16,100.0,0.0,0.0,0.0,0.0,0.0
Brockton,00440000,Black or African American,666,65.6,14.7,8.6,0.5,10.7,0.0
Brooke Charter School (District),04280000,Black or African American,73,94.5,2.7,0.0,0.0,2.7,0.0
Brookline,00460000,Black or African American,30,86.7,13.3,0.0,0.0,0.0,0.0
Burlington,00480000,Black or African American,22,81.8,13.6,0.0,0.0,4.5,0.0
Cambridge,00490000,Black or African American,124,90.3,6.5,1.6,0.0,1.6,0.0
Canton,00500000,Black or African American,39,84.6,15.4,0.0,0.0,0.0,0.0
Cape Cod Regional Vocational Technical,08150000,Black or African American,12,100.0,0.0,0.0,0.0,0.0,0.0
Chelmsford,00560000,Black or African American,20,75.0,10.0,0.0,5.0,10.0,0.0
Chelsea,00570000,Black or African American,20,90.0,10.0,0.0,0.0,0.0,0.0
Chicopee,00610000,Black or African American,16,87.5,6.2,0.0,0.0,6.2,0.0
City on a Hill Charter Public School (District),04370000,Black or African American,32,71.9,18.8,0.0,0.0,9.4,0.0
Codman Academy Charter Public (District),04380000,Black or African American,24,95.8,0.0,0.0,0.0,4.2,0.0
Community Charter School of Cambridge (District),04360000,Black or African American,30,96.7,0.0,0.0,0.0,3.3,0.0
Concord-Carlisle,06400000,Black or African American,10,100.0,0.0,0.0,0.0,0.0,0.0
Danvers,00710000,Black or African American,10,90.0,10.0,0.0,0.0,0.0,0.0
Dartmouth,00720000,Black or African American,7,85.7,0.0,0.0,0.0,14.3,0.0
Dedham,00730000,Black or African American,18,72.2,27.8,0.0,0.0,0.0,0.0
Dennis-Yarmouth,06450000,Black or African American,20,75.0,10.0,0.0,0.0,15.0,0.0
Dracut,00790000,Black or African American,15,80.0,13.3,0.0,0.0,6.7,0.0
Dudley-Charlton Reg,06580000,Black or African American,7,100.0,0.0,0.0,0.0,0.0,0.0
East Bridgewater,00830000,Black or African American,6,100.0,0.0,0.0,0.0,0.0,0.0
East Longmeadow,00870000,Black or African American,6,100.0,0.0,0.0,0.0,0.0,0.0
Easton,00880000,Black or African American,16,93.8,6.2,0.0,0.0,0.0,0.0
Edward M. Kennedy Academy for Health Careers: A Horace Mann Charter Public School (District),04520000,Black or African American,47,100.0,0.0,0.0,0.0,0.0,0.0
Essex North Shore Agricultural and Technical School District,08170000,Black or African American,9,88.9,0.0,0.0,0.0,11.1,0.0
Everett,00930000,Black or African American,96,87.5,5.2,5.2,0.0,2.1,0.0
Excel Academy Charter (District),04100000,Black or African American,6,100.0,0.0,0.0,0.0,0.0,0.0
Fall River,00950000,Black or African American,93,68.8,4.3,8.6,1.1,16.1,1.1
Falmouth,00960000,Black or African American,12,83.3,16.7,0.0,0.0,0.0,0.0
Fitchburg,00970000,Black or African American,27,96.3,0.0,3.7,0.0,0.0,0.0
Foxborough,00990000,Black or African American,20,80.0,15.0,0.0,0.0,5.0,0.0
Foxborough Regional Charter (District),04460000,Black or African American,53,94.3,3.8,1.9,0.0,0.0,0.0
Framingham,01000000,Black or African American,43,81.4,2.3,7.0,2.3,7.0,0.0
Franklin,01010000,Black or African American,15,93.3,0.0,6.7,0.0,0.0,0.0
Gardner,01030000,Black or African American,18,83.3,0.0,0.0,0.0,16.7,0.0
Grafton,01100000,Black or African American,7,85.7,14.3,0.0,0.0,0.0,0.0
Greater Commonwealth Virtual District,39010000,Black or African American,16,62.5,12.5,0.0,6.2,18.8,0.0
Greater Fall River Regional Vocational Technical,08210000,Black or African American,11,100.0,0.0,0.0,0.0,0.0,0.0
Greater Lawrence Regional Vocational Technical,08230000,Black or African American,6,100.0,0.0,0.0,0.0,0.0,0.0
Greater Lowell Regional Vocational Technical,08280000,Black or African American,37,100.0,0.0,0.0,0.0,0.0,0.0
Greater New Bedford Regional Vocational Technical,08250000,Black or African American,41,95.1,4.9,0.0,0.0,0.0,0.0
Hampden Charter School of Science East (District),04990000,Black or African American,17,94.1,0.0,0.0,0.0,5.9,0.0
Hampden Charter School of Science West (District),35160000,Black or African American,7,85.7,0.0,0.0,0.0,14.3,0.0
Hampden-Wilbraham,06800000,Black or African American,10,100.0,0.0,0.0,0.0,0.0,0.0
Haverhill,01280000,Black or African American,33,72.7,6.1,0.0,0.0,21.2,0.0
Hingham,01310000,Black or African American,6,100.0,0.0,0.0,0.0,0.0,0.0
Holbrook,01330000,Black or African American,26,80.8,11.5,0.0,3.8,3.8,0.0
Holyoke,01370000,Black or African American,20,65.0,10.0,5.0,0.0,20.0,0.0
Innovation Academy Charter (District),04350000,Black or African American,11,100.0,0.0,0.0,0.0,0.0,0.0
KIPP Academy Lynn Charter (District),04290000,Black or African American,23,91.3,4.3,0.0,0.0,4.3,0.0
Lawrence,01490000,Black or African American,11,90.9,0.0,9.1,0.0,0.0,0.0
Leicester,01510000,Black or African American,8,62.5,25.0,12.5,0.0,0.0,0.0
Leominster,01530000,Black or African American,41,92.7,2.4,2.4,0.0,2.4,0.0
Lexington,01550000,Black or African American,23,95.7,4.3,0.0,0.0,0.0,0.0
Lincoln-Sudbury,06950000,Black or African American,19,94.7,5.3,0.0,0.0,0.0,0.0
Longmeadow,01590000,Black or African American,6,100.0,0.0,0.0,0.0,0.0,0.0
Lowell,01600000,Black or African American,74,85.1,5.4,2.7,1.4,5.4,0.0
Lynn,01630000,Black or African American,100,84.0,9.0,5.0,0.0,2.0,0.0
Malden,01650000,Black or African American,107,80.4,8.4,8.4,0.0,2.8,0.0
Mansfield,01670000,Black or African American,18,94.4,0.0,0.0,0.0,5.6,0.0
Marblehead,01680000,Black or African American,9,100.0,0.0,0.0,0.0,0.0,0.0
Marlborough,01700000,Black or African American,12,83.3,16.7,0.0,0.0,0.0,0.0
Martha's Vineyard,07000000,Black or African American,9,77.8,0.0,0.0,0.0,22.2,0.0
Match Charter Public School (District),04690000,Black or African American,24,87.5,8.3,0.0,0.0,4.2,0.0
Medford,01760000,Black or African American,39,87.2,10.3,0.0,0.0,2.6,0.0
Medway,01770000,Black or African American,7,100.0,0.0,0.0,0.0,0.0,0.0
Melrose,01780000,Black or African American,29,96.6,3.4,0.0,0.0,0.0,0.0
Methuen,01810000,Black or African American,27,96.3,0.0,3.7,0.0,0.0,0.0
Milford,01850000,Black or African American,9,77.8,11.1,0.0,0.0,11.1,0.0
Milton,01890000,Black or African American,43,93.0,4.7,0.0,0.0,2.3,0.0
Minuteman Regional Vocational Technical,08300000,Black or African American,9,88.9,0.0,0.0,0.0,11.1,0.0
Monomoy Regional School District,07120000,Black or African American,9,100.0,0.0,0.0,0.0,0.0,0.0
Montachusett Regional Vocational Technical,08320000,Black or African American,6,100.0,0.0,0.0,0.0,0.0,0.0
Mystic Valley Regional Charter (District),04700000,Black or African American,22,100.0,0.0,0.0,0.0,0.0,0.0
Nantucket,01970000,Black or African American,15,80.0,6.7,6.7,0.0,6.7,0.0
Natick,01980000,Black or African American,12,100.0,0.0,0.0,0.0,0.0,0.0
Nauset,06600000,Black or African American,9,88.9,0.0,0.0,0.0,11.1,0.0
Needham,01990000,Black or African American,9,100.0,0.0,0.0,0.0,0.0,0.0
Neighborhood House Charter (District),04440000,Black or African American,43,88.4,2.3,0.0,0.0,9.3,0.0
New Bedford,02010000,Black or African American,123,70.7,10.6,5.7,0.8,12.2,0.0
New Heights Charter School of Brockton (District),35130000,Black or African American,83,92.8,2.4,2.4,0.0,2.4,0.0
Newton,02070000,Black or African American,43,90.7,9.3,0.0,0.0,0.0,0.0
North Andover,02110000,Black or African American,15,93.3,6.7,0.0,0.0,0.0,0.0
North Attleborough,02120000,Black or African American,15,86.7,6.7,6.7,0.0,0.0,0.0
North Middlesex,07350000,Black or African American,6,50.0,16.7,16.7,0.0,16.7,0.0
Northboro-Southboro,07300000,Black or African American,7,100.0,0.0,0.0,0.0,0.0,0.0
Northeast Metropolitan Regional Vocational Technical,08530000,Black or African American,9,100.0,0.0,0.0,0.0,0.0,0.0
Norton,02180000,Black or African American,7,100.0,0.0,0.0,0.0,0.0,0.0
Norwood,02200000,Black or African American,33,97.0,0.0,3.0,0.0,0.0,0.0
Peabody,02290000,Black or African American,16,75.0,12.5,6.2,0.0,6.2,0.0
"Phoenix Academy Public Charter High School, Springfield (District)",35080000,Black or African American,7,57.1,14.3,0.0,0.0,28.6,0.0
Pioneer Charter School of Science (District),04940000,Black or African American,6,100.0,0.0,0.0,0.0,0.0,0.0
Pioneer Charter School of Science II (District),35060000,Black or African American,12,100.0,0.0,0.0,0.0,0.0,0.0
Pittsfield,02360000,Black or African American,54,70.4,7.4,1.9,5.6,14.8,0.0
Plymouth,02390000,Black or African American,9,100.0,0.0,0.0,0.0,0.0,0.0
Prospect Hill Academy Charter (District),04870000,Black or African American,26,84.6,7.7,3.8,3.8,0.0,0.0
Quincy,02430000,Black or African American,64,73.4,10.9,7.8,0.0,7.8,0.0
Randolph,02440000,Black or African American,92,71.7,6.5,8.7,1.1,12.0,0.0
Reading,02460000,Black or African American,10,100.0,0.0,0.0,0.0,0.0,0.0
Revere,02480000,Black or African American,22,68.2,13.6,0.0,4.5,13.6,0.0
Rockland,02510000,Black or African American,14,71.4,7.1,0.0,0.0,21.4,0.0
Roxbury Preparatory Charter (District),04840000,Black or African American,62,69.4,9.7,0.0,3.2,17.7,0.0
Salem,02580000,Black or African American,21,90.5,4.8,0.0,0.0,4.8,0.0
Salem Academy Charter (District),04850000,Black or African American,7,100.0,0.0,0.0,0.0,0.0,0.0
Saugus,02620000,Black or African American,12,83.3,8.3,8.3,0.0,0.0,0.0
Sharon,02660000,Black or African American,16,100.0,0.0,0.0,0.0,0.0,0.0
Shrewsbury,02710000,Black or African American,20,90.0,10.0,0.0,0.0,0.0,0.0
Somerville,02740000,Black or African American,42,76.2,14.3,4.8,0.0,4.8,0.0
South Shore Charter Public (District),04880000,Black or African American,26,100.0,0.0,0.0,0.0,0.0,0.0
South Shore Regional Vocational Technical,08730000,Black or African American,7,85.7,0.0,0.0,0.0,14.3,0.0
Southeastern Regional Vocational Technical,08720000,Black or African American,144,97.9,1.4,0.0,0.0,0.7,0.0
Springfield,02810000,Black or African American,349,82.5,6.3,2.0,0.3,8.9,0.0
Springfield International Charter (District),04410000,Black or African American,31,90.3,3.2,0.0,0.0,6.5,0.0
Stoughton,02850000,Black or African American,90,80.0,10.0,2.2,1.1,6.7,0.0
Swampscott,02910000,Black or African American,7,100.0,0.0,0.0,0.0,0.0,0.0
Tantasqua,07700000,Black or African American,6,83.3,16.7,0.0,0.0,0.0,0.0
Taunton,02930000,Black or African American,140,85.0,4.3,0.0,0.0,10.7,0.0
TEC Connections Academy Commonwealth Virtual School District,39020000,Black or African American,56,42.9,17.9,1.8,5.4,32.1,0.0
Tewksbury,02950000,Black or African American,11,81.8,9.1,0.0,0.0,9.1,0.0
Wachusett,07750000,Black or African American,12,83.3,8.3,0.0,0.0,8.3,0.0
Wakefield,03050000,Black or African American,7,100.0,0.0,0.0,0.0,0.0,0.0
Walpole,03070000,Black or African American,8,75.0,12.5,0.0,0.0,12.5,0.0
Waltham,03080000,Black or African American,41,95.1,2.4,2.4,0.0,0.0,0.0
Wareham,03100000,Black or African American,19,89.5,0.0,0.0,0.0,10.5,0.0
Watertown,03140000,Black or African American,10,90.0,10.0,0.0,0.0,0.0,0.0
Wayland,03150000,Black or African American,12,83.3,8.3,0.0,0.0,8.3,0.0
Webster,03160000,Black or African American,6,83.3,16.7,0.0,0.0,0.0,0.0
Wellesley,03170000,Black or African American,14,100.0,0.0,0.0,0.0,0.0,0.0
West Bridgewater,03230000,Black or African American,8,87.5,12.5,0.0,0.0,0.0,0.0
West Springfield,03320000,Black or African American,8,87.5,12.5,0.0,0.0,0.0,0.0
Westfield,03250000,Black or African American,9,100.0,0.0,0.0,0.0,0.0,0.0
Weston,03300000,Black or African American,8,100.0,0.0,0.0,0.0,0.0,0.0
Westwood,03350000,Black or African American,8,100.0,0.0,0.0,0.0,0.0,0.0
Weymouth,03360000,Black or African American,46,78.3,8.7,0.0,2.2,10.9,0.0
Whitman-Hanson,07800000,Black or African American,14,100.0,0.0,0.0,0.0,0.0,0.0
Whittier Regional Vocational Technical,08850000,Black or African American,11,100.0,0.0,0.0,0.0,0.0,0.0
Winchester,03440000,Black or African American,9,88.9,11.1,0.0,0.0,0.0,0.0
Woburn,03470000,Black or African American,22,95.5,0.0,4.5,0.0,0.0,0.0
Worcester,03480000,Black or African American,381,90.0,5.0,1.3,0.3,3.4,0.0
State Total,00000000,Black or African American,"7,139",82.5,8.2,2.3,0.5,6.6,0.0
Abby Kelley Foster Charter Public (District),04450000,Hispanic or Latino,14,100.0,0.0,0.0,0.0,0.0,0.0
Abington,00010000,Hispanic or Latino,20,90.0,0.0,5.0,0.0,5.0,0.0
Academy Of the Pacific Rim Charter Public (District),04120000,Hispanic or Latino,16,100.0,0.0,0.0,0.0,0.0,0.0
Acton-Boxborough,06000000,Hispanic or Latino,29,93.1,6.9,0.0,0.0,0.0,0.0
Advanced Math and Science Academy Charter (District),04300000,Hispanic or Latino,8,100.0,0.0,0.0,0.0,0.0,0.0
Agawam,00050000,Hispanic or Latino,21,81.0,9.5,0.0,0.0,9.5,0.0
Amesbury,00070000,Hispanic or Latino,12,91.7,8.3,0.0,0.0,0.0,0.0
Amherst-Pelham,06050000,Hispanic or Latino,41,80.5,0.0,4.9,2.4,9.8,2.4
Andover,00090000,Hispanic or Latino,45,88.9,4.4,2.2,2.2,2.2,0.0
Argosy Collegiate Charter School (District),35090000,Hispanic or Latino,10,90.0,0.0,0.0,0.0,0.0,10.0
Arlington,00100000,Hispanic or Latino,35,88.6,11.4,0.0,0.0,0.0,0.0
Ashburnham-Westminster,06100000,Hispanic or Latino,16,93.8,0.0,0.0,0.0,6.2,0.0
Ashland,00140000,Hispanic or Latino,37,75.7,2.7,2.7,0.0,18.9,0.0
Assabet Valley Regional Vocational Technical,08010000,Hispanic or Latino,68,97.1,1.5,0.0,0.0,1.5,0.0
