entity_name,entity_code,breakdown,# in Cohort,% Graduated,% Still in School,% Non-Grad Completers,% H.S. Equiv,% Dropped Out,% Permanently Excluded
Fairhaven,00940000,"Multi-Race, Not Hispanic or Latino",8,62.5,12.5,0.0,12.5,12.5,0.0
Fall River,00950000,"Multi-Race, Not Hispanic or Latino",55,61.8,1.8,5.5,0.0,30.9,0.0
Falmouth,00960000,"Multi-Race, Not Hispanic or Latino",8,87.5,0.0,0.0,0.0,12.5,0.0
Fitchburg,00970000,"Multi-Race, Not Hispanic or Latino",17,82.4,5.9,5.9,0.0,5.9,0.0
Framingham,01000000,"Multi-Race, Not Hispanic or Latino",27,81.5,7.4,0.0,3.7,7.4,0.0
Franklin,01010000,"Multi-Race, Not Hispanic or Latino",16,100.0,0.0,0.0,0.0,0.0,0.0
Frontier,06700000,"Multi-Race, Not Hispanic or Latino",6,66.7,16.7,16.7,0.0,0.0,0.0
Gardner,01030000,"Multi-Race, Not Hispanic or Latino",16,81.2,12.5,6.2,0.0,0.0,0.0
Gill-Montague,06740000,"Multi-Race, Not Hispanic or Latino",6,83.3,0.0,0.0,0.0,16.7,0.0
Gloucester,01070000,"Multi-Race, Not Hispanic or Latino",8,100.0,0.0,0.0,0.0,0.0,0.0
Greater Commonwealth Virtual District,39010000,"Multi-Race, Not Hispanic or Latino",16,56.2,6.2,6.2,18.8,12.5,0.0
Greater Fall River Regional Vocational Technical,08210000,"Multi-Race, Not Hispanic or Latino",18,100.0,0.0,0.0,0.0,0.0,0.0
Greater Lowell Regional Vocational Technical,08280000,"Multi-Race, Not Hispanic or Latino",21,95.2,4.8,0.0,0.0,0.0,0.0
Greater New Bedford Regional Vocational Technical,08250000,"Multi-Race, Not Hispanic or Latino",30,86.7,10.0,0.0,0.0,3.3,0.0
Greenfield,01140000,"Multi-Race, Not Hispanic or Latino",6,100.0,0.0,0.0,0.0,0.0,0.0
Hampden-Wilbraham,06800000,"Multi-Race, Not Hispanic or Latino",16,100.0,0.0,0.0,0.0,0.0,0.0
Hingham,01310000,"Multi-Race, Not Hispanic or Latino",10,100.0,0.0,0.0,0.0,0.0,0.0
Holbrook,01330000,"Multi-Race, Not Hispanic or Latino",6,100.0,0.0,0.0,0.0,0.0,0.0
Hopkinton,01390000,"Multi-Race, Not Hispanic or Latino",15,100.0,0.0,0.0,0.0,0.0,0.0
Innovation Academy Charter (District),04350000,"Multi-Race, Not Hispanic or Latino",7,100.0,0.0,0.0,0.0,0.0,0.0
Leominster,01530000,"Multi-Race, Not Hispanic or Latino",11,81.8,0.0,0.0,0.0,18.2,0.0
Lexington,01550000,"Multi-Race, Not Hispanic or Latino",40,97.5,2.5,0.0,0.0,0.0,0.0
Lincoln-Sudbury,06950000,"Multi-Race, Not Hispanic or Latino",37,97.3,2.7,0.0,0.0,0.0,0.0
Littleton,01580000,"Multi-Race, Not Hispanic or Latino",6,100.0,0.0,0.0,0.0,0.0,0.0
Longmeadow,01590000,"Multi-Race, Not Hispanic or Latino",6,83.3,16.7,0.0,0.0,0.0,0.0
Lowell,01600000,"Multi-Race, Not Hispanic or Latino",26,80.8,7.7,7.7,0.0,3.8,0.0
Lynn,01630000,"Multi-Race, Not Hispanic or Latino",34,88.2,0.0,0.0,2.9,8.8,0.0
Malden,01650000,"Multi-Race, Not Hispanic or Latino",12,83.3,0.0,0.0,0.0,16.7,0.0
Mansfield,01670000,"Multi-Race, Not Hispanic or Latino",7,100.0,0.0,0.0,0.0,0.0,0.0
Marblehead,01680000,"Multi-Race, Not Hispanic or Latino",11,90.9,0.0,0.0,0.0,9.1,0.0
Marlborough,01700000,"Multi-Race, Not Hispanic or Latino",10,70.0,0.0,0.0,0.0,30.0,0.0
Martha's Vineyard,07000000,"Multi-Race, Not Hispanic or Latino",11,90.9,0.0,0.0,0.0,9.1,0.0
Mashpee,01720000,"Multi-Race, Not Hispanic or Latino",10,80.0,0.0,10.0,10.0,0.0,0.0
Medfield,01750000,"Multi-Race, Not Hispanic or Latino",10,100.0,0.0,0.0,0.0,0.0,0.0
Medford,01760000,"Multi-Race, Not Hispanic or Latino",13,84.6,0.0,0.0,0.0,15.4,0.0
Melrose,01780000,"Multi-Race, Not Hispanic or Latino",9,88.9,0.0,0.0,0.0,11.1,0.0
Mendon-Upton,07100000,"Multi-Race, Not Hispanic or Latino",6,83.3,0.0,0.0,16.7,0.0,0.0
Methuen,01810000,"Multi-Race, Not Hispanic or Latino",9,100.0,0.0,0.0,0.0,0.0,0.0
Middleborough,01820000,"Multi-Race, Not Hispanic or Latino",8,100.0,0.0,0.0,0.0,0.0,0.0
Milford,01850000,"Multi-Race, Not Hispanic or Latino",9,88.9,11.1,0.0,0.0,0.0,0.0
Millbury,01860000,"Multi-Race, Not Hispanic or Latino",7,71.4,0.0,14.3,0.0,14.3,0.0
Milton,01890000,"Multi-Race, Not Hispanic or Latino",14,100.0,0.0,0.0,0.0,0.0,0.0
Minuteman Regional Vocational Technical,08300000,"Multi-Race, Not Hispanic or Latino",13,92.3,0.0,0.0,0.0,7.7,0.0
Montachusett Regional Vocational Technical,08320000,"Multi-Race, Not Hispanic or Latino",16,100.0,0.0,0.0,0.0,0.0,0.0
Nashoba,07250000,"Multi-Race, Not Hispanic or Latino",8,87.5,0.0,0.0,0.0,12.5,0.0
Nashoba Valley Regional Vocational Technical,08520000,"Multi-Race, Not Hispanic or Latino",10,90.0,0.0,0.0,0.0,10.0,0.0
Natick,01980000,"Multi-Race, Not Hispanic or Latino",15,93.3,0.0,0.0,0.0,6.7,0.0
Needham,01990000,"Multi-Race, Not Hispanic or Latino",24,100.0,0.0,0.0,0.0,0.0,0.0
Neighborhood House Charter (District),04440000,"Multi-Race, Not Hispanic or Latino",7,85.7,14.3,0.0,0.0,0.0,0.0
New Bedford,02010000,"Multi-Race, Not Hispanic or Latino",38,63.2,5.3,7.9,7.9,15.8,0.0
Newton,02070000,"Multi-Race, Not Hispanic or Latino",63,96.8,3.2,0.0,0.0,0.0,0.0
Norfolk County Agricultural,09150000,"Multi-Race, Not Hispanic or Latino",7,100.0,0.0,0.0,0.0,0.0,0.0
North Attleborough,02120000,"Multi-Race, Not Hispanic or Latino",10,80.0,0.0,0.0,0.0,20.0,0.0
North Middlesex,07350000,"Multi-Race, Not Hispanic or Latino",8,100.0,0.0,0.0,0.0,0.0,0.0
Northampton,02100000,"Multi-Race, Not Hispanic or Latino",14,100.0,0.0,0.0,0.0,0.0,0.0
Northboro-Southboro,07300000,"Multi-Race, Not Hispanic or Latino",18,94.4,5.6,0.0,0.0,0.0,0.0
Old Rochester,07400000,"Multi-Race, Not Hispanic or Latino",7,100.0,0.0,0.0,0.0,0.0,0.0
Palmer,02270000,"Multi-Race, Not Hispanic or Latino",6,66.7,16.7,0.0,0.0,16.7,0.0
Pathfinder Regional Vocational Technical,08600000,"Multi-Race, Not Hispanic or Latino",6,100.0,0.0,0.0,0.0,0.0,0.0
Peabody,02290000,"Multi-Race, Not Hispanic or Latino",6,100.0,0.0,0.0,0.0,0.0,0.0
Pioneer Valley Performing Arts Charter Public (District),04790000,"Multi-Race, Not Hispanic or Latino",7,85.7,0.0,0.0,0.0,14.3,0.0
Pittsfield,02360000,"Multi-Race, Not Hispanic or Latino",29,62.1,0.0,0.0,3.4,34.5,0.0
Plymouth,02390000,"Multi-Race, Not Hispanic or Latino",31,96.8,0.0,0.0,0.0,3.2,0.0
Quincy,02430000,"Multi-Race, Not Hispanic or Latino",31,83.9,6.5,0.0,0.0,9.7,0.0
Randolph,02440000,"Multi-Race, Not Hispanic or Latino",9,88.9,0.0,0.0,0.0,11.1,0.0
Revere,02480000,"Multi-Race, Not Hispanic or Latino",7,85.7,0.0,0.0,0.0,14.3,0.0
Salem,02580000,"Multi-Race, Not Hispanic or Latino",10,80.0,0.0,0.0,0.0,20.0,0.0
Scituate,02640000,"Multi-Race, Not Hispanic or Latino",6,100.0,0.0,0.0,0.0,0.0,0.0
Sharon,02660000,"Multi-Race, Not Hispanic or Latino",14,100.0,0.0,0.0,0.0,0.0,0.0
Shrewsbury,02710000,"Multi-Race, Not Hispanic or Latino",16,100.0,0.0,0.0,0.0,0.0,0.0
Somerset Berkley Regional School District,07630000,"Multi-Race, Not Hispanic or Latino",8,100.0,0.0,0.0,0.0,0.0,0.0
Somerville,02740000,"Multi-Race, Not Hispanic or Latino",10,100.0,0.0,0.0,0.0,0.0,0.0
South Middlesex Regional Vocational Technical,08290000,"Multi-Race, Not Hispanic or Latino",7,100.0,0.0,0.0,0.0,0.0,0.0
Southeastern Regional Vocational Technical,08720000,"Multi-Race, Not Hispanic or Latino",19,94.7,5.3,0.0,0.0,0.0,0.0
Southern Worcester County Regional Vocational School District,08760000,"Multi-Race, Not Hispanic or Latino",16,93.8,6.2,0.0,0.0,0.0,0.0
Spencer-E Brookfield,07670000,"Multi-Race, Not Hispanic or Latino",6,66.7,0.0,0.0,0.0,33.3,0.0
Springfield,02810000,"Multi-Race, Not Hispanic or Latino",33,75.8,9.1,3.0,0.0,12.1,0.0
Stoughton,02850000,"Multi-Race, Not Hispanic or Latino",11,90.9,9.1,0.0,0.0,0.0,0.0
Sturgis Charter Public (District),04890000,"Multi-Race, Not Hispanic or Latino",9,100.0,0.0,0.0,0.0,0.0,0.0
Tantasqua,07700000,"Multi-Race, Not Hispanic or Latino",8,100.0,0.0,0.0,0.0,0.0,0.0
Taunton,02930000,"Multi-Race, Not Hispanic or Latino",35,91.4,2.9,0.0,0.0,5.7,0.0
TEC Connections Academy Commonwealth Virtual School District,39020000,"Multi-Race, Not Hispanic or Latino",28,39.3,25.0,0.0,3.6,32.1,0.0
Tri-County Regional Vocational Technical,08780000,"Multi-Race, Not Hispanic or Latino",12,100.0,0.0,0.0,0.0,0.0,0.0
Tyngsborough,03010000,"Multi-Race, Not Hispanic or Latino",6,100.0,0.0,0.0,0.0,0.0,0.0
Upper Cape Cod Regional Vocational Technical,08790000,"Multi-Race, Not Hispanic or Latino",13,100.0,0.0,0.0,0.0,0.0,0.0
Uxbridge,03040000,"Multi-Race, Not Hispanic or Latino",8,75.0,12.5,0.0,12.5,0.0,0.0
Wachusett,07750000,"Multi-Race, Not Hispanic or Latino",11,100.0,0.0,0.0,0.0,0.0,0.0
Wakefield,03050000,"Multi-Race, Not Hispanic or Latino",6,100.0,0.0,0.0,0.0,0.0,0.0
Waltham,03080000,"Multi-Race, Not Hispanic or Latino",12,75.0,16.7,0.0,0.0,8.3,0.0
Wareham,03100000,"Multi-Race, Not Hispanic or Latino",17,76.5,11.8,0.0,0.0,11.8,0.0
Watertown,03140000,"Multi-Race, Not Hispanic or Latino",14,78.6,7.1,0.0,0.0,14.3,0.0
Wayland,03150000,"Multi-Race, Not Hispanic or Latino",14,85.7,14.3,0.0,0.0,0.0,0.0
Webster,03160000,"Multi-Race, Not Hispanic or Latino",6,83.3,0.0,0.0,0.0,16.7,0.0
Wellesley,03170000,"Multi-Race, Not Hispanic or Latino",13,100.0,0.0,0.0,0.0,0.0,0.0
West Springfield,03320000,"Multi-Race, Not Hispanic or Latino",9,100.0,0.0,0.0,0.0,0.0,0.0
Westborough,03210000,"Multi-Race, Not Hispanic or Latino",9,100.0,0.0,0.0,0.0,0.0,0.0
Westfield,03250000,"Multi-Race, Not Hispanic or Latino",14,78.6,14.3,7.1,0.0,0.0,0.0
Weston,03300000,"Multi-Race, Not Hispanic or Latino",11,100.0,0.0,0.0,0.0,0.0,0.0
Westwood,03350000,"Multi-Race, Not Hispanic or Latino",7,85.7,14.3,0.0,0.0,0.0,0.0
Weymouth,03360000,"Multi-Race, Not Hispanic or Latino",13,100.0,0.0,0.0,0.0,0.0,0.0
Whitman-Hanson,07800000,"Multi-Race, Not Hispanic or Latino",6,50.0,16.7,0.0,0.0,33.3,0.0
Whittier Regional Vocational Technical,08850000,"Multi-Race, Not Hispanic or Latino",14,100.0,0.0,0.0,0.0,0.0,0.0
Wilmington,03420000,"Multi-Race, Not Hispanic or Latino",9,100.0,0.0,0.0,0.0,0.0,0.0
Winchester,03440000,"Multi-Race, Not Hispanic or Latino",14,100.0,0.0,0.0,0.0,0.0,0.0
Woburn,03470000,"Multi-Race, Not Hispanic or Latino",9,88.9,0.0,0.0,0.0,11.1,0.0
Worcester,03480000,"Multi-Race, Not Hispanic or Latino",72,87.5,6.9,0.0,1.4,4.2,0.0
State Total,00000000,"Multi-Race, Not Hispanic or Latino","2,630",88.6,3.9,0.8,0.8,5.9,0.0
State Total,00000000,Native Hawaiian or Other Pacific Islander,57,80.7,7.0,1.8,0.0,10.5,0.0
Abby Kelley Foster Charter Public (District),04450000,White,14,100.0,0.0,0.0,0.0,0.0,0.0
Abington,00010000,White,126,95.2,0.0,0.8,0.0,4.0,0.0
Acton-Boxborough,06000000,White,207,98.6,1.4,0.0,0.0,0.0,0.0
Advanced Math and Science Academy Charter (District),04300000,White,91,100.0,0.0,0.0,0.0,0.0,0.0
Agawam,00050000,White,210,87.1,4.3,1.9,0.5,6.2,0.0
Amesbury,00070000,White,105,89.5,6.7,0.0,0.0,3.8,0.0
Amherst-Pelham,06050000,White,131,96.2,1.5,1.5,0.0,0.8,0.0
Andover,00090000,White,273,96.3,2.2,0.7,0.0,0.7,0.0
Argosy Collegiate Charter School (District),35090000,White,31,93.5,0.0,0.0,0.0,6.5,0.0
Arlington,00100000,White,284,96.5,2.8,0.0,0.0,0.7,0.0
Ashburnham-Westminster,06100000,White,135,95.6,2.2,0.0,0.0,2.2,0.0
Ashland,00140000,White,136,97.1,0.7,0.7,0.7,0.7,0.0
Assabet Valley Regional Vocational Technical,08010000,White,190,98.4,0.0,0.5,0.5,0.5,0.0
Athol-Royalston,06150000,White,72,81.9,4.2,1.4,0.0,12.5,0.0
Atlantis Charter (District),04910000,White,36,94.4,2.8,0.0,2.8,0.0,0.0
Attleboro,00160000,White,308,92.5,4.9,0.6,0.0,1.9,0.0
Auburn,00170000,White,146,92.5,3.4,0.0,2.1,2.1,0.0
Avon,00180000,White,17,88.2,0.0,0.0,0.0,11.8,0.0
Ayer Shirley School District,06160000,White,73,94.5,4.1,0.0,0.0,1.4,0.0
Barnstable,00200000,White,211,89.1,2.4,0.9,1.4,6.2,0.0
Bedford,00230000,White,121,97.5,1.7,0.0,0.0,0.8,0.0
Belchertown,00240000,White,145,91.7,4.8,0.7,0.7,2.1,0.0
Bellingham,00250000,White,118,90.7,5.1,0.0,0.0,4.2,0.0
Belmont,00260000,White,227,95.2,4.4,0.0,0.0,0.4,0.0
Berkshire Arts and Technology Charter Public (District),04140000,White,23,78.3,0.0,0.0,0.0,21.7,0.0
Berkshire Hills,06180000,White,83,88.0,8.4,0.0,1.2,2.4,0.0
Berlin-Boylston,06200000,White,64,93.8,6.2,0.0,0.0,0.0,0.0
Beverly,00300000,White,220,91.8,3.6,1.8,0.0,2.7,0.0
Billerica,00310000,White,196,94.9,1.5,0.5,0.0,3.1,0.0
Blackstone Valley Regional Vocational Technical,08050000,White,259,100.0,0.0,0.0,0.0,0.0,0.0
Blackstone-Millville,06220000,White,74,94.6,1.4,1.4,1.4,1.4,0.0
Blue Hills Regional Vocational Technical,08060000,White,120,100.0,0.0,0.0,0.0,0.0,0.0
Boston,00350000,White,441,88.7,3.6,0.0,0.7,7.0,0.0
Boston Collegiate Charter (District),04490000,White,23,82.6,4.3,0.0,4.3,8.7,0.0
Bourne,00360000,White,85,85.9,7.1,0.0,1.2,5.9,0.0
Braintree,00400000,White,255,94.9,2.7,0.0,0.4,2.0,0.0
Bridgewater-Raynham,06250000,White,246,94.3,4.1,0.4,0.0,1.2,0.0
Bristol County Agricultural,09100000,White,96,97.9,1.0,0.0,0.0,1.0,0.0
Bristol-Plymouth Regional Vocational Technical,08100000,White,267,95.5,0.4,0.4,0.4,3.4,0.0
Brockton,00440000,White,161,70.2,10.6,0.6,0.0,18.6,0.0
Brookline,00460000,White,262,95.4,3.1,0.0,0.0,1.5,0.0
Burlington,00480000,White,140,95.0,2.9,0.0,0.0,2.1,0.0
Cambridge,00490000,White,166,95.8,3.0,0.0,0.0,1.2,0.0
Canton,00500000,White,138,94.9,2.2,0.0,0.7,2.2,0.0
Cape Cod Regional Vocational Technical,08150000,White,106,98.1,0.0,0.0,0.0,1.9,0.0
Carver,00520000,White,95,93.7,4.2,0.0,0.0,2.1,0.0
Central Berkshire,06350000,White,117,91.5,0.9,0.0,0.9,6.8,0.0
Chelmsford,00560000,White,242,93.4,5.8,0.0,0.0,0.8,0.0
Chelsea,00570000,White,25,68.0,20.0,0.0,0.0,12.0,0.0
Chicopee,00610000,White,262,88.9,2.3,2.3,0.8,5.7,0.0
Clinton,00640000,White,83,91.6,1.2,0.0,2.4,4.8,0.0
Cohasset,00650000,White,91,97.8,1.1,1.1,0.0,0.0,0.0
Collegiate Charter School of Lowell (District),35030000,White,12,66.7,0.0,0.0,0.0,33.3,0.0
Concord-Carlisle,06400000,White,250,97.2,2.0,0.0,0.0,0.8,0.0
Danvers,00710000,White,175,92.6,1.7,1.1,1.7,2.9,0.0
Dartmouth,00720000,White,218,93.1,3.2,0.5,0.9,2.3,0.0
Dedham,00730000,White,120,96.7,1.7,0.0,0.0,1.7,0.0
Dennis-Yarmouth,06450000,White,87,78.2,12.6,4.6,0.0,4.6,0.0
Dighton-Rehoboth,06500000,White,147,90.5,5.4,0.7,0.7,2.7,0.0
Douglas,00770000,White,81,97.5,0.0,0.0,1.2,1.2,0.0
Dover-Sherborn,06550000,White,134,100.0,0.0,0.0,0.0,0.0,0.0
Dracut,00790000,White,137,85.4,6.6,0.7,0.0,7.3,0.0
Dudley-Charlton Reg,06580000,White,183,91.8,3.8,0.5,0.5,3.3,0.0
Duxbury,00820000,White,207,98.6,1.4,0.0,0.0,0.0,0.0
East Bridgewater,00830000,White,130,93.8,3.8,0.0,0.0,2.3,0.0
East Longmeadow,00870000,White,171,98.2,0.0,0.6,0.0,1.2,0.0
Easthampton,00860000,White,76,88.2,2.6,1.3,1.3,6.6,0.0
Easton,00880000,White,219,97.7,2.3,0.0,0.0,0.0,0.0
Essex North Shore Agricultural and Technical School District,08170000,White,313,98.7,0.6,0.0,0.0,0.6,0.0
Everett,00930000,White,99,89.9,6.1,1.0,0.0,3.0,0.0
Excel Academy Charter (District),04100000,White,12,100.0,0.0,0.0,0.0,0.0,0.0
Fairhaven,00940000,White,132,93.9,0.8,0.0,0.0,5.3,0.0
Fall River,00950000,White,299,68.2,7.4,4.0,0.7,19.7,0.0
Falmouth,00960000,White,147,89.8,3.4,0.0,3.4,3.4,0.0
Fitchburg,00970000,White,110,90.0,6.4,0.0,1.8,1.8,0.0
Four Rivers Charter Public (District),04130000,White,26,84.6,7.7,0.0,3.8,3.8,0.0
Foxborough,00990000,White,146,96.6,2.7,0.0,0.0,0.7,0.0
Foxborough Regional Charter (District),04460000,White,23,91.3,0.0,0.0,0.0,8.7,0.0
Framingham,01000000,White,323,88.9,6.8,1.2,0.3,2.8,0.0
Francis W. Parker Charter Essential (District),04780000,White,46,100.0,0.0,0.0,0.0,0.0,0.0
Franklin,01010000,White,335,96.4,2.1,0.0,0.3,1.2,0.0
Franklin County Regional Vocational Technical,08180000,White,132,97.0,0.0,0.0,0.8,2.3,0.0
Freetown-Lakeville,06650000,White,186,95.2,3.8,0.0,0.0,1.1,0.0
Frontier,06700000,White,81,88.9,6.2,1.2,2.5,1.2,0.0
Gardner,01030000,White,141,86.5,2.8,1.4,0.7,8.5,0.0
Gateway,06720000,White,45,84.4,4.4,0.0,0.0,11.1,0.0
Georgetown,01050000,White,72,95.8,2.8,0.0,0.0,1.4,0.0
Gill-Montague,06740000,White,42,85.7,4.8,0.0,0.0,9.5,0.0
Global Learning Charter Public (District),04960000,White,7,71.4,0.0,0.0,0.0,28.6,0.0
Gloucester,01070000,White,190,90.0,3.2,1.1,0.0,5.3,0.5
Grafton,01100000,White,160,90.6,8.1,0.0,0.6,0.6,0.0
Granby,01110000,White,43,95.3,2.3,0.0,0.0,2.3,0.0
Greater Commonwealth Virtual District,39010000,White,161,62.7,6.8,0.0,5.6,24.8,0.0
Greater Fall River Regional Vocational Technical,08210000,White,254,98.4,0.4,0.0,0.0,1.2,0.0
Greater Lawrence Regional Vocational Technical,08230000,White,71,95.8,0.0,0.0,1.4,2.8,0.0
Greater Lowell Regional Vocational Technical,08280000,White,185,97.8,0.5,0.5,0.0,0.5,0.5
Greater New Bedford Regional Vocational Technical,08250000,White,310,94.2,1.6,0.3,0.3,3.2,0.3
Greenfield,01140000,White,63,74.6,4.8,3.2,0.0,17.5,0.0
Groton-Dunstable,06730000,White,161,96.9,2.5,0.0,0.0,0.6,0.0
Hadley,01170000,White,31,96.8,0.0,0.0,0.0,3.2,0.0
Hamilton-Wenham,06750000,White,100,92.0,5.0,1.0,0.0,2.0,0.0
Hampden Charter School of Science East (District),04990000,White,9,100.0,0.0,0.0,0.0,0.0,0.0
Hampden Charter School of Science West (District),35160000,White,30,90.0,0.0,0.0,0.0,10.0,0.0
Hampden-Wilbraham,06800000,White,194,94.8,2.6,0.0,0.5,2.1,0.0
Hampshire,06830000,White,101,95.0,1.0,0.0,0.0,4.0,0.0
Hanover,01220000,White,177,96.6,2.8,0.0,0.0,0.6,0.0
Harvard,01250000,White,62,98.4,0.0,0.0,0.0,1.6,0.0
Hatfield,01270000,White,20,100.0,0.0,0.0,0.0,0.0,0.0
Haverhill,01280000,White,256,87.9,6.2,0.8,0.8,4.3,0.0
Hingham,01310000,White,263,96.2,2.7,0.4,0.8,0.0,0.0
Holbrook,01330000,White,28,82.1,14.3,0.0,0.0,3.6,0.0
Holliston,01360000,White,159,93.1,2.5,0.0,3.1,1.3,0.0
Holyoke,01370000,White,56,89.3,7.1,0.0,0.0,3.6,0.0
Hoosac Valley Regional,06030000,White,44,90.9,2.3,0.0,0.0,6.8,0.0
Hopedale,01380000,White,65,98.5,1.5,0.0,0.0,0.0,0.0
Hopkinton,01390000,White,194,98.5,0.5,0.5,0.5,0.0,0.0
Hudson,01410000,White,138,90.6,5.1,0.0,0.0,4.3,0.0
Hull,01420000,White,50,94.0,6.0,0.0,0.0,0.0,0.0
Innovation Academy Charter (District),04350000,White,53,94.3,3.8,0.0,1.9,0.0,0.0
Ipswich,01440000,White,118,95.8,2.5,0.0,0.8,0.8,0.0
King Philip,06900000,White,270,95.2,4.1,0.0,0.0,0.7,0.0
Lawrence,01490000,White,23,69.6,8.7,0.0,0.0,21.7,0.0
Lee,01500000,White,45,97.8,0.0,0.0,0.0,2.2,0.0
Leicester,01510000,White,82,91.5,6.1,0.0,0.0,2.4,0.0
Lenox,01520000,White,51,94.1,2.0,0.0,0.0,3.9,0.0
Leominster,01530000,White,211,92.9,3.3,1.4,0.0,2.4,0.0
Lexington,01550000,White,213,94.4,2.8,0.9,0.5,1.4,0.0
Lincoln-Sudbury,06950000,White,279,91.8,5.4,1.4,0.0,1.4,0.0
Littleton,01580000,White,100,96.0,3.0,0.0,0.0,1.0,0.0
Longmeadow,01590000,White,167,95.2,3.6,0.0,0.0,1.2,0.0
Lowell,01600000,White,189,73.0,8.5,1.1,2.1,15.3,0.0
Lowell Middlesex Academy Charter (District),04580000,White,13,30.8,38.5,0.0,0.0,30.8,0.0
Ludlow,01610000,White,162,90.1,3.1,1.2,1.9,3.7,0.0
Lunenburg,01620000,White,90,94.4,4.4,0.0,0.0,1.1,0.0
Lynn,01630000,White,140,87.1,4.3,2.1,0.0,6.4,0.0
Lynnfield,01640000,White,130,98.5,1.5,0.0,0.0,0.0,0.0
Ma Academy for Math and Science,04680000,White,14,100.0,0.0,0.0,0.0,0.0,0.0
Malden,01650000,White,104,85.6,5.8,0.0,0.0,8.7,0.0
Manchester Essex Regional,06980000,White,87,97.7,1.1,0.0,0.0,1.1,0.0
Mansfield,01670000,White,209,99.0,1.0,0.0,0.0,0.0,0.0
Map Academy Charter School (District),35170000,White,66,31.8,57.6,0.0,0.0,10.6,0.0
Marblehead,01680000,White,176,97.2,1.7,0.0,0.0,1.1,0.0
Marlborough,01700000,White,81,87.7,6.2,3.7,0.0,2.5,0.0
Marshfield,01710000,White,241,98.3,1.2,0.0,0.4,0.0,0.0
Martha's Vineyard,07000000,White,115,92.2,1.7,1.7,0.9,3.5,0.0
Masconomet,07050000,White,230,97.0,2.6,0.0,0.4,0.0,0.0
Mashpee,01720000,White,66,95.5,1.5,0.0,1.5,1.5,0.0
Maynard,01740000,White,61,88.5,8.2,0.0,0.0,3.3,0.0
Medfield,01750000,White,153,100.0,0.0,0.0,0.0,0.0,0.0
Medford,01760000,White,178,90.4,5.6,0.6,0.0,3.4,0.0
Medway,01770000,White,122,97.5,0.8,0.0,0.0,1.6,0.0
Melrose,01780000,White,178,97.8,0.0,0.6,0.0,1.7,0.0
Mendon-Upton,07100000,White,137,92.7,4.4,0.0,0.7,2.2,0.0
Methuen,01810000,White,198,92.9,2.5,0.0,0.5,4.0,0.0
Middleborough,01820000,White,175,97.1,0.6,0.0,0.6,1.7,0.0
Milford,01850000,White,181,87.8,0.0,1.7,1.1,9.4,0.0
Millbury,01860000,White,90,94.4,3.3,0.0,0.0,2.2,0.0
Millis,01870000,White,68,94.1,4.4,0.0,0.0,1.5,0.0
Milton,01890000,White,187,95.2,3.2,0.0,0.0,1.6,0.0
Minuteman Regional Vocational Technical,08300000,White,124,94.4,2.4,0.0,0.8,2.4,0.0
Mohawk Trail,07170000,White,33,90.9,3.0,0.0,0.0,6.1,0.0
Monomoy Regional School District,07120000,White,91,90.1,3.3,0.0,1.1,5.5,0.0
Monson,01910000,White,35,82.9,5.7,0.0,2.9,8.6,0.0
Montachusett Regional Vocational Technical,08320000,White,256,99.2,0.8,0.0,0.0,0.0,0.0
Mount Greylock,07150000,White,96,99.0,1.0,0.0,0.0,0.0,0.0
Mystic Valley Regional Charter (District),04700000,White,35,100.0,0.0,0.0,0.0,0.0,0.0
Nantucket,01970000,White,64,93.8,1.6,1.6,0.0,3.1,0.0
Narragansett,07200000,White,69,78.3,7.2,0.0,1.4,13.0,0.0
Nashoba,07250000,White,183,95.6,2.2,0.0,0.0,2.2,0.0
Nashoba Valley Regional Vocational Technical,08520000,White,136,97.8,0.7,0.0,0.0,1.5,0.0
Natick,01980000,White,302,97.4,1.3,0.3,0.3,0.7,0.0
Nauset,06600000,White,172,92.4,2.3,1.2,0.0,3.5,0.6
Needham,01990000,White,318,98.7,0.9,0.0,0.0,0.3,0.0
New Bedford,02010000,White,275,80.7,6.5,1.1,1.1,10.5,0.0
Newburyport,02040000,White,187,98.4,1.1,0.5,0.0,0.0,0.0
Newton,02070000,White,574,96.0,3.1,0.0,0.0,0.9,0.0
Norfolk County Agricultural,09150000,White,114,98.2,0.0,0.0,0.0,1.8,0.0
North Adams,02090000,White,65,73.8,1.5,3.1,0.0,21.5,0.0
North Andover,02110000,White,244,98.4,1.2,0.0,0.0,0.4,0.0
North Attleborough,02120000,White,227,92.5,4.0,0.4,0.9,2.2,0.0
North Brookfield,02150000,White,26,76.9,11.5,0.0,0.0,11.5,0.0
North Middlesex,07350000,White,158,94.3,2.5,0.6,0.0,2.5,0.0
North Reading,02170000,White,112,96.4,2.7,0.0,0.0,0.9,0.0
Northampton,02100000,White,150,98.0,0.7,0.0,0.7,0.7,0.0
Northampton-Smith Vocational Agricultural,04060000,White,110,99.1,0.0,0.0,0.9,0.0,0.0
Northboro-Southboro,07300000,White,214,97.2,1.9,0.0,0.9,0.0,0.0
Northbridge,02140000,White,106,90.6,2.8,0.0,4.7,1.9,0.0
Northeast Metropolitan Regional Vocational Technical,08530000,White,168,97.0,0.6,0.0,0.0,1.2,1.2
Northern Berkshire Regional Vocational Technical,08510000,White,112,95.5,2.7,0.0,0.0,1.8,0.0
