entity_name,entity_code,breakdown,# in Cohort,% Graduated,% Still in School,% Non-Grad Completers,% H.S. Equiv,% Dropped Out,% Permanently Excluded
New Bedford - New Bedford High,02010505,American Indian or Alaska Native,6,50.0,0.0,0.0,0.0,50.0,0.0
Acton-Boxborough - Acton-Boxborough Regional High,06000505,Asian,150,98.7,0.7,0.0,0.7,0.0,0.0
Advanced Math and Science Academy Charter (District) - Advanced Math and Science Academy Charter School,04300305,Asian,17,100.0,0.0,0.0,0.0,0.0,0.0
Agawam - Agawam High,00050505,Asian,12,100.0,0.0,0.0,0.0,0.0,0.0
Amherst-Pelham - Amherst Regional High,06050505,Asian,12,91.7,8.3,0.0,0.0,0.0,0.0
Andover - Andover High,00090505,Asian,78,98.7,0.0,1.3,0.0,0.0,0.0
Arlington - Arlington High,00100505,Asian,47,97.9,2.1,0.0,0.0,0.0,0.0
Ashland - Ashland High,00140505,Asian,31,93.5,0.0,0.0,3.2,3.2,0.0
Attleboro - Attleboro High,00160505,Asian,25,92.0,8.0,0.0,0.0,0.0,0.0
Auburn - Auburn Senior High,00170505,Asian,9,88.9,0.0,0.0,0.0,11.1,0.0
Ayer Shirley School District - Ayer Shirley Regional High School,06160505,Asian,6,100.0,0.0,0.0,0.0,0.0,0.0
Barnstable - Barnstable High,00200505,Asian,8,100.0,0.0,0.0,0.0,0.0,0.0
Bedford - Bedford High,00230505,Asian,33,100.0,0.0,0.0,0.0,0.0,0.0
Bellingham - Bellingham High School,00250505,Asian,10,100.0,0.0,0.0,0.0,0.0,0.0
Belmont - Belmont High,00260505,Asian,54,100.0,0.0,0.0,0.0,0.0,0.0
Berkshire Hills - Monument Mt Regional High,06180505,Asian,6,100.0,0.0,0.0,0.0,0.0,0.0
Beverly - Beverly High,00300505,Asian,10,90.0,0.0,0.0,0.0,10.0,0.0
Billerica - Billerica Memorial High School,00310505,Asian,27,96.3,3.7,0.0,0.0,0.0,0.0
Blackstone Valley Regional Vocational Technical - Blackstone Valley,08050605,Asian,7,100.0,0.0,0.0,0.0,0.0,0.0
Boston - Boston Latin Academy,00350545,Asian,46,95.7,0.0,0.0,2.2,2.2,0.0
Boston - Boston Latin School,00350560,Asian,89,98.9,1.1,0.0,0.0,0.0,0.0
Boston - Charlestown High School,00350515,Asian,6,66.7,16.7,0.0,0.0,16.7,0.0
Boston - Community Academy of Science and Health,00350581,Asian,6,83.3,16.7,0.0,0.0,0.0,0.0
Boston - Excel High School,00350522,Asian,22,81.8,4.5,0.0,0.0,13.6,0.0
Boston - Henderson K-12 Inclusion School Upper,00350426,Asian,6,83.3,16.7,0.0,0.0,0.0,0.0
Boston - O'Bryant School of Math & Science,00350575,Asian,60,100.0,0.0,0.0,0.0,0.0,0.0
Boston - Quincy Upper School,00350565,Asian,29,100.0,0.0,0.0,0.0,0.0,0.0
Boston - Snowden International High School,00350690,Asian,9,77.8,0.0,0.0,11.1,11.1,0.0
Braintree - Braintree High,00400505,Asian,78,96.2,2.6,0.0,1.3,0.0,0.0
Bridgewater-Raynham - Bridgewater-Raynham Regional,06250505,Asian,6,100.0,0.0,0.0,0.0,0.0,0.0
Brockton - Brockton High,00440505,Asian,26,84.6,11.5,0.0,0.0,3.8,0.0
Brookline - Brookline High,00460505,Asian,89,98.9,0.0,0.0,1.1,0.0,0.0
Burlington - Burlington High,00480505,Asian,38,100.0,0.0,0.0,0.0,0.0,0.0
Cambridge - Cambridge Rindge and Latin,00490506,Asian,49,98.0,2.0,0.0,0.0,0.0,0.0
Canton - Canton High,00500505,Asian,22,100.0,0.0,0.0,0.0,0.0,0.0
Chelmsford - Chelmsford High,00560505,Asian,69,100.0,0.0,0.0,0.0,0.0,0.0
Chicopee - Chicopee High,00610505,Asian,8,100.0,0.0,0.0,0.0,0.0,0.0
Concord-Carlisle - Concord Carlisle High,06400505,Asian,21,95.2,4.8,0.0,0.0,0.0,0.0
Danvers - Danvers High,00710505,Asian,8,100.0,0.0,0.0,0.0,0.0,0.0
Dedham - Dedham High,00730505,Asian,7,100.0,0.0,0.0,0.0,0.0,0.0
Dover-Sherborn - Dover-Sherborn Regional High,06550505,Asian,18,100.0,0.0,0.0,0.0,0.0,0.0
Dracut - Dracut Senior High,00790505,Asian,28,96.4,3.6,0.0,0.0,0.0,0.0
Duxbury - Duxbury High,00820505,Asian,7,100.0,0.0,0.0,0.0,0.0,0.0
East Longmeadow - East Longmeadow High,00870505,Asian,10,100.0,0.0,0.0,0.0,0.0,0.0
Easton - Oliver Ames High,00880505,Asian,9,100.0,0.0,0.0,0.0,0.0,0.0
Essex North Shore Agricultural and Technical School District - Essex North Shore Agricultural and Technical School,08170505,Asian,9,100.0,0.0,0.0,0.0,0.0,0.0
Everett - Everett High,00930505,Asian,35,85.7,0.0,11.4,0.0,2.9,0.0
Fall River - B M C Durfee High,00950505,Asian,29,96.6,0.0,3.4,0.0,0.0,0.0
Fitchburg - Fitchburg High,00970505,Asian,20,100.0,0.0,0.0,0.0,0.0,0.0
Foxborough - Foxborough High,00990505,Asian,6,100.0,0.0,0.0,0.0,0.0,0.0
Framingham - Framingham High School,01000515,Asian,23,95.7,0.0,0.0,0.0,4.3,0.0
Franklin - Franklin High,01010505,Asian,30,100.0,0.0,0.0,0.0,0.0,0.0
Frontier - Frontier Regional,06700505,Asian,8,100.0,0.0,0.0,0.0,0.0,0.0
Gloucester - Gloucester High,01070505,Asian,6,100.0,0.0,0.0,0.0,0.0,0.0
Grafton - Grafton High School,01100505,Asian,20,95.0,5.0,0.0,0.0,0.0,0.0
Greater Fall River Regional Vocational Technical - Diman Regional Vocational Technical High,08210605,Asian,6,100.0,0.0,0.0,0.0,0.0,0.0
Greater Lowell Regional Vocational Technical - Gr Lowell Regional Vocational Technical,08280605,Asian,114,98.2,0.9,0.0,0.0,0.9,0.0
Greater New Bedford Regional Vocational Technical - Gr New Bedford Vocational Technical,08250605,Asian,6,100.0,0.0,0.0,0.0,0.0,0.0
Groton-Dunstable - Groton Dunstable Regional,06730505,Asian,10,90.0,10.0,0.0,0.0,0.0,0.0
Hamilton-Wenham - Hamilton-Wenham Regional High,06750505,Asian,10,100.0,0.0,0.0,0.0,0.0,0.0
Hampden-Wilbraham - Minnechaug Regional High,06800505,Asian,7,100.0,0.0,0.0,0.0,0.0,0.0
Harvard - The Bromfield High School,01250505,Asian,14,71.4,0.0,28.6,0.0,0.0,0.0
Holbrook - Holbrook Middle High School,01330505,Asian,7,100.0,0.0,0.0,0.0,0.0,0.0
Holliston - Holliston High,01360505,Asian,16,100.0,0.0,0.0,0.0,0.0,0.0
Hopkinton - Hopkinton High,01390505,Asian,51,100.0,0.0,0.0,0.0,0.0,0.0
King Philip - King Philip Regional High,06900505,Asian,10,100.0,0.0,0.0,0.0,0.0,0.0
Lawrence - Lawrence High School,01490515,Asian,12,100.0,0.0,0.0,0.0,0.0,0.0
Leicester - Leicester High,01510505,Asian,7,100.0,0.0,0.0,0.0,0.0,0.0
Leominster - Leominster High School,01530505,Asian,16,100.0,0.0,0.0,0.0,0.0,0.0
Lexington - Lexington High,01550505,Asian,240,98.8,0.4,0.0,0.4,0.4,0.0
Lincoln-Sudbury - Lincoln-Sudbury Regional High,06950505,Asian,17,100.0,0.0,0.0,0.0,0.0,0.0
Littleton - Littleton High School,01580505,Asian,12,100.0,0.0,0.0,0.0,0.0,0.0
Longmeadow - Longmeadow High,01590505,Asian,24,95.8,4.2,0.0,0.0,0.0,0.0
Lowell - Lowell High,01600505,Asian,225,95.6,2.2,0.4,0.4,1.3,0.0
Lynn - Classical High,01630505,Asian,22,90.9,4.5,4.5,0.0,0.0,0.0
Lynn - Lynn English High,01630510,Asian,34,100.0,0.0,0.0,0.0,0.0,0.0
Lynn - Lynn Vocational Technical Institute,01630605,Asian,12,100.0,0.0,0.0,0.0,0.0,0.0
Lynnfield - Lynnfield High,01640505,Asian,7,100.0,0.0,0.0,0.0,0.0,0.0
Ma Academy for Math and Science - Ma Academy for Math and Science School,04680505,Asian,30,100.0,0.0,0.0,0.0,0.0,0.0
Malden - Malden High,01650505,Asian,104,91.3,4.8,1.9,1.9,0.0,0.0
Mansfield - Mansfield High,01670505,Asian,31,100.0,0.0,0.0,0.0,0.0,0.0
Masconomet - Masconomet Regional High School,07050505,Asian,10,100.0,0.0,0.0,0.0,0.0,0.0
Medfield - Medfield Senior High,01750505,Asian,10,100.0,0.0,0.0,0.0,0.0,0.0
Medford - Medford High,01760505,Asian,32,90.6,3.1,3.1,0.0,3.1,0.0
Melrose - Melrose High,01780505,Asian,6,100.0,0.0,0.0,0.0,0.0,0.0
Methuen - Methuen High,01810505,Asian,19,89.5,5.3,5.3,0.0,0.0,0.0
Millbury - Millbury Junior/Senior High,01860505,Asian,7,85.7,14.3,0.0,0.0,0.0,0.0
Milton - Milton High,01890505,Asian,17,100.0,0.0,0.0,0.0,0.0,0.0
Mystic Valley Regional Charter (District) - Mystic Valley Regional Charter School,04700105,Asian,31,100.0,0.0,0.0,0.0,0.0,0.0
Nashoba - Nashoba Regional,07250505,Asian,13,100.0,0.0,0.0,0.0,0.0,0.0
Natick - Natick High,01980505,Asian,32,93.8,0.0,3.1,0.0,3.1,0.0
Needham - Needham High,01990505,Asian,39,100.0,0.0,0.0,0.0,0.0,0.0
New Bedford - New Bedford High,02010505,Asian,6,83.3,16.7,0.0,0.0,0.0,0.0
Newton - Newton North High,02070505,Asian,75,97.3,2.7,0.0,0.0,0.0,0.0
Newton - Newton South High,02070510,Asian,95,98.9,0.0,0.0,1.1,0.0,0.0
North Andover - North Andover High,02110505,Asian,23,100.0,0.0,0.0,0.0,0.0,0.0
North Attleborough - North Attleboro High,02120505,Asian,27,96.3,3.7,0.0,0.0,0.0,0.0
North Reading - North Reading High,02170505,Asian,8,100.0,0.0,0.0,0.0,0.0,0.0
Northampton - Northampton High,02100505,Asian,6,100.0,0.0,0.0,0.0,0.0,0.0
Northboro-Southboro - Algonquin Regional High,07300505,Asian,50,98.0,0.0,0.0,2.0,0.0,0.0
Norwood - Norwood High,02200505,Asian,17,100.0,0.0,0.0,0.0,0.0,0.0
Peabody - Peabody Veterans Memorial High,02290510,Asian,9,100.0,0.0,0.0,0.0,0.0,0.0
Pioneer Charter School of Science II (District) - Pioneer Charter School of Science II,35060505,Asian,7,100.0,0.0,0.0,0.0,0.0,0.0
Plymouth - Plymouth North High,02390505,Asian,6,100.0,0.0,0.0,0.0,0.0,0.0
Prospect Hill Academy Charter (District) - Prospect Hill Academy Charter School,04870550,Asian,9,100.0,0.0,0.0,0.0,0.0,0.0
Quincy - North Quincy High,02430510,Asian,187,95.7,3.7,0.0,0.0,0.5,0.0
Quincy - Quincy High,02430505,Asian,84,95.2,2.4,2.4,0.0,0.0,0.0
Randolph - Randolph High,02440505,Asian,24,100.0,0.0,0.0,0.0,0.0,0.0
Reading - Reading Memorial High,02460505,Asian,19,100.0,0.0,0.0,0.0,0.0,0.0
Revere - Revere High,02480505,Asian,23,100.0,0.0,0.0,0.0,0.0,0.0
Salem - Salem High,02580505,Asian,8,100.0,0.0,0.0,0.0,0.0,0.0
Saugus - Saugus High,02620505,Asian,9,100.0,0.0,0.0,0.0,0.0,0.0
Seekonk - Seekonk High,02650505,Asian,6,100.0,0.0,0.0,0.0,0.0,0.0
Sharon - Sharon High,02660505,Asian,74,97.3,1.4,0.0,0.0,1.4,0.0
Shrewsbury - Shrewsbury High School,02710505,Asian,123,100.0,0.0,0.0,0.0,0.0,0.0
Silver Lake - Silver Lake Regional High,07600505,Asian,6,100.0,0.0,0.0,0.0,0.0,0.0
Somerville - Somerville High,02740505,Asian,20,95.0,0.0,0.0,0.0,5.0,0.0
South Shore Charter Public (District) - South Shore Charter Public School,04880550,Asian,8,100.0,0.0,0.0,0.0,0.0,0.0
Springfield - Roger L. Putnam Vocational Technical Academy,02810620,Asian,11,100.0,0.0,0.0,0.0,0.0,0.0
Springfield - Springfield Central High,02810500,Asian,18,94.4,0.0,0.0,0.0,5.6,0.0
Stoneham - Stoneham High,02840505,Asian,11,100.0,0.0,0.0,0.0,0.0,0.0
Stoughton - Stoughton High,02850505,Asian,24,100.0,0.0,0.0,0.0,0.0,0.0
TEC Connections Academy Commonwealth Virtual School District - TEC Connections Academy Commonwealth Virtual School,39020900,Asian,14,50.0,14.3,0.0,14.3,21.4,0.0
Tewksbury - Tewksbury Memorial High,02950505,Asian,13,100.0,0.0,0.0,0.0,0.0,0.0
Tyngsborough - Tyngsborough High School,03010505,Asian,6,100.0,0.0,0.0,0.0,0.0,0.0
Wachusett - Wachusett Regional High,07750505,Asian,15,93.3,6.7,0.0,0.0,0.0,0.0
Wakefield - Wakefield Memorial High,03050505,Asian,7,100.0,0.0,0.0,0.0,0.0,0.0
Walpole - Walpole High,03070505,Asian,18,100.0,0.0,0.0,0.0,0.0,0.0
Waltham - Waltham Sr High,03080505,Asian,21,85.7,0.0,0.0,0.0,14.3,0.0
Watertown - Watertown High,03140505,Asian,9,88.9,0.0,0.0,0.0,11.1,0.0
Wayland - Wayland High School,03150505,Asian,39,100.0,0.0,0.0,0.0,0.0,0.0
Wellesley - Wellesley Sr High,03170505,Asian,45,100.0,0.0,0.0,0.0,0.0,0.0
West Springfield - West Springfield High,03320505,Asian,20,95.0,5.0,0.0,0.0,0.0,0.0
Westborough - Westborough High,03210505,Asian,89,97.8,2.2,0.0,0.0,0.0,0.0
Westfield - Westfield High,03250505,Asian,7,100.0,0.0,0.0,0.0,0.0,0.0
Westford - Westford Academy,03260505,Asian,122,94.3,1.6,1.6,0.0,2.5,0.0
Weston - Weston High,03300505,Asian,33,93.9,3.0,0.0,0.0,3.0,0.0
Westwood - Westwood High,03350505,Asian,34,100.0,0.0,0.0,0.0,0.0,0.0
Weymouth - Weymouth High School,03360505,Asian,24,100.0,0.0,0.0,0.0,0.0,0.0
Whittier Regional Vocational Technical - Whittier Regional Vocational,08850605,Asian,6,83.3,0.0,0.0,0.0,16.7,0.0
Wilmington - Wilmington High,03420505,Asian,10,100.0,0.0,0.0,0.0,0.0,0.0
Winchester - Winchester High School,03440505,Asian,61,96.7,0.0,0.0,0.0,3.3,0.0
Woburn - Woburn High,03470505,Asian,18,94.4,0.0,5.6,0.0,0.0,0.0
Worcester - Burncoat Senior High,03480503,Asian,14,92.9,0.0,0.0,0.0,7.1,0.0
Worcester - Doherty Memorial High,03480512,Asian,21,85.7,4.8,0.0,0.0,9.5,0.0
Worcester - North High,03480515,Asian,12,100.0,0.0,0.0,0.0,0.0,0.0
Worcester - South High Community,03480520,Asian,51,96.1,3.9,0.0,0.0,0.0,0.0
Worcester - Worcester Technical High,03480605,Asian,23,95.7,4.3,0.0,0.0,0.0,0.0
Abby Kelley Foster Charter Public (District) - Abby Kelley Foster Charter Public School,04450105,Black or African American,55,100.0,0.0,0.0,0.0,0.0,0.0
Academy Of the Pacific Rim Charter Public (District) - Academy Of the Pacific Rim Charter Public School,04120530,Black or African American,38,89.5,2.6,0.0,0.0,7.9,0.0
Acton-Boxborough - Acton-Boxborough Regional High,06000505,Black or African American,12,83.3,16.7,0.0,0.0,0.0,0.0
Agawam - Agawam High,00050505,Black or African American,7,100.0,0.0,0.0,0.0,0.0,0.0
Amherst-Pelham - Amherst Regional High,06050505,Black or African American,18,94.4,0.0,0.0,0.0,5.6,0.0
Andover - Andover High,00090505,Black or African American,21,90.5,0.0,9.5,0.0,0.0,0.0
Argosy Collegiate Charter School (District) - Argosy Collegiate Charter School,35090305,Black or African American,7,85.7,0.0,0.0,0.0,14.3,0.0
Arlington - Arlington High,00100505,Black or African American,10,80.0,10.0,0.0,0.0,10.0,0.0
Ashland - Ashland High,00140505,Black or African American,6,100.0,0.0,0.0,0.0,0.0,0.0
Athol-Royalston - Athol High,06150505,Black or African American,6,100.0,0.0,0.0,0.0,0.0,0.0
Atlantis Charter (District) - Atlantis Charter School,04910550,Black or African American,6,100.0,0.0,0.0,0.0,0.0,0.0
Attleboro - Attleboro High,00160505,Black or African American,39,84.6,12.8,0.0,0.0,2.6,0.0
Avon - Avon Middle High School,00180510,Black or African American,23,78.3,4.3,13.0,0.0,4.3,0.0
Barnstable - Barnstable High,00200505,Black or African American,35,74.3,8.6,2.9,2.9,11.4,0.0
Baystate Academy Charter Public School (District) - Baystate Academy Charter Public School,35020405,Black or African American,10,70.0,0.0,20.0,0.0,10.0,0.0
Bedford - Bedford High,00230505,Black or African American,12,83.3,8.3,0.0,8.3,0.0,0.0
Belmont - Belmont High,00260505,Black or African American,10,80.0,10.0,10.0,0.0,0.0,0.0
Beverly - Beverly High,00300505,Black or African American,9,77.8,22.2,0.0,0.0,0.0,0.0
Billerica - Billerica Memorial High School,00310505,Black or African American,21,100.0,0.0,0.0,0.0,0.0,0.0
Blackstone Valley Regional Vocational Technical - Blackstone Valley,08050605,Black or African American,6,100.0,0.0,0.0,0.0,0.0,0.0
Blue Hills Regional Vocational Technical - Blue Hills Regional Vocational Technical,08060605,Black or African American,51,100.0,0.0,0.0,0.0,0.0,0.0
Boston - Another Course To College,00350541,Black or African American,30,80.0,10.0,0.0,3.3,6.7,0.0
Boston - Boston Adult Tech Academy,00350548,Black or African American,36,66.7,11.1,0.0,0.0,22.2,0.0
Boston - Boston Arts Academy,00350546,Black or African American,29,93.1,0.0,0.0,0.0,6.9,0.0
Boston - Boston Collaborative High School,00350755,Black or African American,40,52.5,40.0,0.0,0.0,7.5,0.0
Boston - Boston Community Leadership Academy,00350558,Black or African American,35,80.0,11.4,0.0,0.0,8.6,0.0
Boston - Boston International High School & Newcomers Academy,00350507,Black or African American,22,77.3,9.1,0.0,0.0,13.6,0.0
Boston - Boston Latin Academy,00350545,Black or African American,68,98.5,0.0,0.0,0.0,1.5,0.0
Boston - Boston Latin School,00350560,Black or African American,34,94.1,5.9,0.0,0.0,0.0,0.0
Boston - Brighton High School,00350505,Black or African American,35,77.1,8.6,0.0,0.0,14.3,0.0
Boston - Burke High School,00350525,Black or African American,61,80.3,9.8,1.6,0.0,8.2,0.0
Boston - Charlestown High School,00350515,Black or African American,31,64.5,12.9,0.0,0.0,22.6,0.0
Boston - Community Academy,00350518,Black or African American,14,42.9,21.4,0.0,7.1,28.6,0.0
Boston - Community Academy of Science and Health,00350581,Black or African American,51,56.9,27.5,0.0,2.0,13.7,0.0
Boston - Dearborn 6-12 STEM Academy,00350074,Black or African American,56,73.2,7.1,0.0,1.8,17.9,0.0
Boston - East Boston High School,00350530,Black or African American,14,78.6,21.4,0.0,0.0,0.0,0.0
Boston - English High School,00350535,Black or African American,43,90.7,7.0,0.0,0.0,2.3,0.0
Boston - Excel High School,00350522,Black or African American,23,95.7,0.0,0.0,0.0,4.3,0.0
Boston - Fenway High School,00350540,Black or African American,24,87.5,0.0,0.0,0.0,12.5,0.0
Boston - Greater Egleston High School,00350543,Black or African American,17,41.2,47.1,0.0,5.9,5.9,0.0
Boston - Henderson K-12 Inclusion School Upper,00350426,Black or African American,31,83.9,6.5,0.0,0.0,9.7,0.0
Boston - Lyon High School,00350655,Black or African American,7,71.4,14.3,0.0,0.0,14.3,0.0
Boston - Madison Park Technical Vocational High School,00350537,Black or African American,90,77.8,10.0,0.0,0.0,12.2,0.0
Boston - New Mission High School,00350542,Black or African American,52,92.3,1.9,0.0,1.9,3.8,0.0
Boston - O'Bryant School of Math & Science,00350575,Black or African American,104,100.0,0.0,0.0,0.0,0.0,0.0
Boston - Quincy Upper School,00350565,Black or African American,15,93.3,0.0,0.0,0.0,6.7,0.0
Boston - Snowden International High School,00350690,Black or African American,33,84.8,6.1,0.0,3.0,6.1,0.0
Boston - TechBoston Academy,00350657,Black or African American,85,85.9,5.9,0.0,1.2,7.1,0.0
Boston Collegiate Charter (District) - Boston Collegiate Charter School,04490305,Black or African American,30,83.3,13.3,0.0,0.0,3.3,0.0
Boston Day and Evening Academy Charter (District) - Boston Day and Evening Academy Charter School,04240505,Black or African American,59,8.5,59.3,0.0,0.0,32.2,0.0
Boston Green Academy Horace Mann Charter School (District) - Boston Green Academy Horace Mann Charter School,04110305,Black or African American,22,81.8,9.1,0.0,0.0,9.1,0.0
Boston Preparatory Charter Public (District) - Boston Preparatory Charter Public School,04160305,Black or African American,64,92.2,4.7,0.0,0.0,3.1,0.0
Braintree - Braintree High,00400505,Black or African American,24,91.7,4.2,0.0,0.0,4.2,0.0
Bridgewater-Raynham - Bridgewater-Raynham Regional,06250505,Black or African American,44,79.5,18.2,0.0,0.0,2.3,0.0
Bristol-Plymouth Regional Vocational Technical - Bristol-Plymouth Vocational Technical,08100605,Black or African American,16,100.0,0.0,0.0,0.0,0.0,0.0
Brockton - Brockton High,00440505,Black or African American,505,75.0,9.3,7.5,0.4,7.7,0.0
Brockton - Brockton Virtual Learning Academy,00440705,Black or African American,8,75.0,12.5,12.5,0.0,0.0,0.0
Brockton - Edison Day Academy,00440535,Black or African American,50,24.0,46.0,10.0,2.0,18.0,0.0
Brockton - Edison Evening Academy,00440520,Black or African American,77,42.9,15.6,14.3,0.0,27.3,0.0
Brooke Charter School (District) - Brooke Charter School,04280305,Black or African American,73,94.5,2.7,0.0,0.0,2.7,0.0
Brookline - Brookline High,00460505,Black or African American,29,89.7,10.3,0.0,0.0,0.0,0.0
Burlington - Burlington High,00480505,Black or African American,21,85.7,9.5,0.0,0.0,4.8,0.0
Cambridge - Cambridge Rindge and Latin,00490506,Black or African American,121,92.6,5.8,0.8,0.0,0.8,0.0
Canton - Canton High,00500505,Black or African American,36,91.7,8.3,0.0,0.0,0.0,0.0
Cape Cod Regional Vocational Technical - Cape Cod Region Vocational Technical,08150605,Black or African American,12,100.0,0.0,0.0,0.0,0.0,0.0
Chelmsford - Chelmsford High,00560505,Black or African American,20,75.0,10.0,0.0,5.0,10.0,0.0
Chelsea - Chelsea High,00570505,Black or African American,18,94.4,5.6,0.0,0.0,0.0,0.0
Chicopee - Chicopee Comprehensive High School,00610510,Black or African American,6,66.7,16.7,0.0,0.0,16.7,0.0
Chicopee - Chicopee High,00610505,Black or African American,10,100.0,0.0,0.0,0.0,0.0,0.0
City on a Hill Charter Public School (District) - City on a Hill Charter Public School,04370505,Black or African American,32,71.9,18.8,0.0,0.0,9.4,0.0
Codman Academy Charter Public (District) - Codman Academy Charter Public School,04380505,Black or African American,24,95.8,0.0,0.0,0.0,4.2,0.0
Community Charter School of Cambridge (District) - Community Charter School of Cambridge,04360305,Black or African American,30,96.7,0.0,0.0,0.0,3.3,0.0
Concord-Carlisle - Concord Carlisle High,06400505,Black or African American,10,100.0,0.0,0.0,0.0,0.0,0.0
Danvers - Danvers High,00710505,Black or African American,9,100.0,0.0,0.0,0.0,0.0,0.0
Dartmouth - Dartmouth High,00720505,Black or African American,6,100.0,0.0,0.0,0.0,0.0,0.0
Dedham - Dedham High,00730505,Black or African American,18,72.2,27.8,0.0,0.0,0.0,0.0
Dennis-Yarmouth - Dennis-Yarmouth Regional High,06450505,Black or African American,19,78.9,5.3,0.0,0.0,15.8,0.0
Dracut - Dracut Senior High,00790505,Black or African American,14,85.7,14.3,0.0,0.0,0.0,0.0
Dudley-Charlton Reg - Shepherd Hill Regional High,06580505,Black or African American,7,100.0,0.0,0.0,0.0,0.0,0.0
East Bridgewater - East Bridgewater JR./SR. High School,00830505,Black or African American,6,100.0,0.0,0.0,0.0,0.0,0.0
East Longmeadow - East Longmeadow High,00870505,Black or African American,6,100.0,0.0,0.0,0.0,0.0,0.0
Easton - Oliver Ames High,00880505,Black or African American,16,93.8,6.2,0.0,0.0,0.0,0.0
Edward M. Kennedy Academy for Health Careers: A Horace Mann Charter Public School (District) - Edward M. Kennedy Academy for Health Careers: A Horace Mann Charter Public School,04520505,Black or African American,47,100.0,0.0,0.0,0.0,0.0,0.0
Essex North Shore Agricultural and Technical School District - Essex North Shore Agricultural and Technical School,08170505,Black or African American,9,88.9,0.0,0.0,0.0,11.1,0.0
Everett - Everett High,00930505,Black or African American,91,90.1,3.3,4.4,0.0,2.2,0.0
Excel Academy Charter (District) - Excel Academy Charter School,04100205,Black or African American,6,100.0,0.0,0.0,0.0,0.0,0.0
Fall River - B M C Durfee High,00950505,Black or African American,69,84.1,1.4,7.2,1.4,5.8,0.0
Fall River - Resiliency Preparatory Academy,00950525,Black or African American,24,25.0,12.5,12.5,0.0,45.8,4.2
Falmouth - Falmouth High,00960505,Black or African American,12,83.3,16.7,0.0,0.0,0.0,0.0
Fitchburg - Fitchburg High,00970505,Black or African American,21,100.0,0.0,0.0,0.0,0.0,0.0
Fitchburg - Goodrich Academy,00970510,Black or African American,6,83.3,0.0,16.7,0.0,0.0,0.0
Foxborough - Foxborough High,00990505,Black or African American,20,80.0,15.0,0.0,0.0,5.0,0.0
Foxborough Regional Charter (District) - Foxborough Regional Charter School,04460550,Black or African American,53,94.3,3.8,1.9,0.0,0.0,0.0
Framingham - Framingham High School,01000515,Black or African American,41,82.9,0.0,7.3,2.4,7.3,0.0
Franklin - Franklin High,01010505,Black or African American,13,92.3,0.0,7.7,0.0,0.0,0.0
Gardner - Gardner Academy for Learning and Technology,01030515,Black or African American,7,71.4,0.0,0.0,0.0,28.6,0.0
Gardner - Gardner High,01030505,Black or African American,11,90.9,0.0,0.0,0.0,9.1,0.0
Grafton - Grafton High School,01100505,Black or African American,7,85.7,14.3,0.0,0.0,0.0,0.0
Greater Commonwealth Virtual District - Greater Commonwealth Virtual School,39010900,Black or African American,16,62.5,12.5,0.0,6.2,18.8,0.0
Greater Fall River Regional Vocational Technical - Diman Regional Vocational Technical High,08210605,Black or African American,11,100.0,0.0,0.0,0.0,0.0,0.0
Greater Lawrence Regional Vocational Technical - Gr Lawrence Regional Vocational Technical,08230605,Black or African American,6,100.0,0.0,0.0,0.0,0.0,0.0
Greater Lowell Regional Vocational Technical - Gr Lowell Regional Vocational Technical,08280605,Black or African American,37,100.0,0.0,0.0,0.0,0.0,0.0
Greater New Bedford Regional Vocational Technical - Gr New Bedford Vocational Technical,08250605,Black or African American,41,95.1,4.9,0.0,0.0,0.0,0.0
Hampden Charter School of Science East (District) - Hampden Charter School of Science East,04990305,Black or African American,17,94.1,0.0,0.0,0.0,5.9,0.0
Hampden Charter School of Science West (District) - Hampden Charter School of Science West,35160305,Black or African American,7,85.7,0.0,0.0,0.0,14.3,0.0
Hampden-Wilbraham - Minnechaug Regional High,06800505,Black or African American,10,100.0,0.0,0.0,0.0,0.0,0.0
Haverhill - Haverhill High,01280505,Black or African American,32,75.0,3.1,0.0,0.0,21.9,0.0
Hingham - Hingham High,01310505,Black or African American,6,100.0,0.0,0.0,0.0,0.0,0.0
Holbrook - Holbrook Middle High School,01330505,Black or African American,25,84.0,8.0,0.0,4.0,4.0,0.0
Holyoke - Holyoke High,01370505,Black or African American,20,65.0,10.0,5.0,0.0,20.0,0.0
Innovation Academy Charter (District) - Innovation Academy Charter School,04350305,Black or African American,11,100.0,0.0,0.0,0.0,0.0,0.0
KIPP Academy Lynn Charter (District) - KIPP Academy Lynn Charter School,04290010,Black or African American,23,91.3,4.3,0.0,0.0,4.3,0.0
Lawrence - Lawrence High School,01490515,Black or African American,11,90.9,0.0,9.1,0.0,0.0,0.0
Leicester - Leicester High,01510505,Black or African American,8,62.5,25.0,12.5,0.0,0.0,0.0
Leominster - Center For Technical Education Innovation,01530605,Black or African American,9,100.0,0.0,0.0,0.0,0.0,0.0
Leominster - Leominster High School,01530505,Black or African American,28,100.0,0.0,0.0,0.0,0.0,0.0
Lexington - Lexington High,01550505,Black or African American,22,100.0,0.0,0.0,0.0,0.0,0.0
Lincoln-Sudbury - Lincoln-Sudbury Regional High,06950505,Black or African American,18,100.0,0.0,0.0,0.0,0.0,0.0
Longmeadow - Longmeadow High,01590505,Black or African American,6,100.0,0.0,0.0,0.0,0.0,0.0
